5725,	107
220988,	106
9939,	106
6429,	106
207,	106
55183,	105
7329,	105
6629,	105
6627,	105
6431,	105
60,	105
24148,	104
10262,	104
7307,	104
4809,	104
2965,	104
29894,	103
27185,	103
10992,	103
10236,	103
6430,	103
4086,	103
11127,	102
8683,	102
6432,	102
3181,	102
9295,	101
8848,	101
5094,	101
3185,	101
1933,	101
8106,	100
3320,	100
11156,	99
10971,	99
10949,	99
10914,	99
9128,	99
7133,	99
4067,	99
51692,	98
51362,	98
10946,	98
9416,	98
5781,	98
1477,	98
53981,	97
10978,	97
10907,	97
9785,	97
8175,	97
6774,	97
6626,	97
3932,	97
3188,	97
351,	97
641510,	96
51585,	96
10181,	96
83443,	95
22826,	95
2071,	95
1938,	95
84844,	94
24140,	93
23612,	93
5894,	93
5335,	93
2068,	93
5879,	92
25,	92
23043,	91
6118,	91
2966,	91
2107,	91
9869,	90
7341,	90
2968,	89
2967,	89
1822,	89
58,	89
340357,	88
6667,	88
1742,	88
373156,	87
5764,	87
9094,	86
5580,	86
7704,	85
998,	85
10524,	84
3692,	84
2932,	84
2908,	84
6498,	83
990,	83
57562,	82
6117,	82
5777,	82
5499,	82
3312,	82
867,	81
400046,	80
4998,	80
55588,	79
5717,	79
3717,	79
3265,	79
2547,	79
993,	79
326626,	78
3643,	78
1107,	78
604,	78
6850,	77
5747,	77
387082,	76
83755,	76
26986,	76
10980,	76
10197,	76
8655,	76
6772,	76
4792,	76
3326,	76
2688,	76
857,	76
596,	76
644308,	75
8328,	75
2335,	74
55646,	73
6256,	73
5682,	73
5359,	73
841,	73
7314,	72
1967,	72
7531,	71
4793,	71
4790,	71
3551,	71
1147,	71
55729,	70
51053,	70
9861,	70
6885,	69
5684,	69
4609,	69
3667,	69
1459,	69
1432,	69
3066,	68
387,	68
51639,	67
3309,	67
2959,	67
1019,	67
71,	67
81620,	66
55660,	66
55090,	66
8893,	66
6917,	66
4176,	66
1398,	66
1025,	66
55791,	65
10856,	65
5708,	65
4831,	65
1213,	65
84246,	64
23649,	64
8891,	64
7185,	64
6872,	64
6119,	64
5689,	64
10397,	63
8841,	63
6880,	63
3611,	63
2316,	63
2185,	63
8892,	62
8607,	62
5599,	62
9441,	61
8767,	61
8764,	61
7088,	61
5829,	61
5707,	61
5687,	61
203068,	60
26994,	60
10399,	60
9491,	60
9001,	60
8890,	60
6921,	60
5971,	60
5688,	60
4690,	60
10482,	59
7409,	59
5921,	59
5701,	59
5579,	59
5300,	59
5062,	59
5058,	59
4110,	59
3716,	59
3064,	59
64750,	58
5710,	58
5704,	58
5702,	58
5691,	58
3688,	58
57154,	57
51003,	57
9513,	57
8648,	57
7917,	57
6303,	57
5709,	57
5693,	57
5683,	57
4035,	57
1856,	57
598,	57
9612,	56
8717,	56
5720,	56
5700,	56
5663,	56
5426,	56
5347,	56
3303,	56
1026,	56
8161,	55
5719,	55
5706,	55
5427,	55
1739,	55
55290,	54
11345,	54
7533,	54
7430,	54
6776,	54
6654,	54
5159,	54
4172,	54
1400,	54
904,	54
595,	54
10241,	53
10213,	53
9500,	53
6923,	53
5716,	53
5713,	53
5591,	53
5590,	53
4171,	53
3146,	53
2597,	53
1869,	53
695,	53
140890,	52
51497,	52
25942,	52
11161,	52
8850,	52
6749,	52
5714,	52
5695,	52
5694,	52
5371,	52
3815,	52
3055,	52
2778,	52
999,	52
